BGIBMGA008184	XP_012543771.1
BGIBMGA013346	XP_012546212.1
BGIBMGA009993	XP_004927463.1
BGIBMGA002069	XP_012551486.1
BGIBMGA002306	XP_004923988.2
BGIBMGA011934	XP_012544152.1
BGIBMGA002862	NP_001093088.1
BGIBMGA006785	XP_004930467.1
BGIBMGA008948	XP_012550665.1
BGIBMGA000060	XP_012545773.1
BGIBMGA011277	XP_012549820.1
BGIBMGA014043	XP_004927603.1
BGIBMGA011098	XP_012546956.1
BGIBMGA002543	XP_004931205.1
BGIBMGA000947	XP_004927858.1
BGIBMGA011965	XP_004924160.1
BGIBMGA013139	NP_001093315.1
BGIBMGA007186	XP_012544900.1
BGIBMGA002781	XP_012552089.1
BGIBMGA009399	XP_012545212.1
BGIBMGA011126	XP_004926011.1
BGIBMGA012910	XP_004929039.1
BGIBMGA003983	XP_012549847.1
BGIBMGA014051	XP_004927705.2
BGIBMGA004549	XP_012553244.1
BGIBMGA005769	NP_001040332.1
BGIBMGA002919	XP_004921629.1
BGIBMGA001716	XP_004922288.2
BGIBMGA004900	XP_004924571.1
BGIBMGA009666	XP_012551855.1
BGIBMGA013272	XP_004922762.1
BGIBMGA002496	XP_004931159.1
BGIBMGA001643	XP_004922251.1
BGIBMGA003844	XP_012552308.1
BGIBMGA012994	XP_004928912.1
BGIBMGA008755	XP_004926695.2
BGIBMGA004822	NP_001106217.1
BGIBMGA014474	XP_004933671.1
BGIBMGA003990	NP_001165928.1
BGIBMGA007219	XP_012546916.1
BGIBMGA001735	XP_004922174.1
BGIBMGA003951	XP_004926406.1
BGIBMGA001651	XP_012547317.1
BGIBMGA004885	XP_004923406.2
BGIBMGA002352	XP_004927684.1
BGIBMGA004958	XP_012544470.1
BGIBMGA010591	XP_012546715.1
BGIBMGA005916	XP_004927519.1
BGIBMGA012148	XP_012544962.1
BGIBMGA013788	XP_012553147.1
BGIBMGA005944	XP_004929266.1
BGIBMGA012361	XP_012551741.1
BGIBMGA011907	XP_004924191.1
BGIBMGA000915	NP_001243987.1
BGIBMGA000120	XP_004923116.1
BGIBMGA008067	XP_012552759.1
BGIBMGA001742	XP_004922184.1
BGIBMGA004187	XP_012544179.1
BGIBMGA008096	NP_001040155.1
BGIBMGA008896	XP_012550597.1
BGIBMGA007352	XP_004923956.1
BGIBMGA012176	XP_012544950.1
BGIBMGA006870	XP_004924890.1
BGIBMGA009786	NP_001159624.1
BGIBMGA000305	XP_004932028.2
BGIBMGA000379	XP_012550768.1
BGIBMGA007599	XP_012547995.1
BGIBMGA008084	NP_001177744.1
BGIBMGA008914	XP_004931727.1
BGIBMGA008019	XP_012552751.1
BGIBMGA006542	XP_004930476.1
BGIBMGA004196	NP_001040306.1
BGIBMGA009894	XP_012553436.1
BGIBMGA002213	XP_012546390.1
BGIBMGA005341	XP_004932154.1
BGIBMGA010965	XP_004925480.1
BGIBMGA005153	XP_004921847.1
BGIBMGA014198	XP_004927708.1
BGIBMGA006509	XP_012549592.1
BGIBMGA013708	XP_012545992.1
BGIBMGA014132	XP_012545013.1
BGIBMGA009325	XP_012543850.1
BGIBMGA013258	XP_012552084.1
BGIBMGA011588	NP_001124379.1
BGIBMGA005137	NP_001040530.1
BGIBMGA004367	XP_012550672.1
BGIBMGA010927	XP_012544596.1
BGIBMGA012359	XP_012551740.1
BGIBMGA002970	XP_012549923.1
BGIBMGA003493	XP_004930162.1
BGIBMGA003004	XP_012549905.1
BGIBMGA012007	NP_001037606.1
BGIBMGA012333	XP_012551801.1
BGIBMGA012986	XP_004928902.1
BGIBMGA009484	XP_012552589.1
BGIBMGA000587	NP_001108469.1
BGIBMGA000432	NP_001166658.1
BGIBMGA004455	XP_004922545.2
BGIBMGA000854	XP_012547359.1
BGIBMGA007748	XP_004928483.1
BGIBMGA008483	XP_012547644.1
BGIBMGA006216	NP_001037452.1
BGIBMGA004555	XP_012553223.1
BGIBMGA006700	XP_004930494.2
BGIBMGA011612	XP_012550436.1
BGIBMGA012395	XP_012545236.1
BGIBMGA013100	XP_004929027.1
BGIBMGA013929	NP_001171331.1
BGIBMGA009403	XP_012545224.1
BGIBMGA001211	XP_004927874.1
BGIBMGA011361	XP_004930740.1
BGIBMGA000544	XP_004929857.1
BGIBMGA001830	XP_012548681.1
BGIBMGA004785	XP_012553123.1
BGIBMGA013230	NP_001040480.1
BGIBMGA006018	XP_012548517.1
BGIBMGA003995	XP_012550135.1
BGIBMGA014470	XP_004933638.2
BGIBMGA005280	XP_012544086.1
BGIBMGA008669	XP_012545505.1
BGIBMGA014106	XP_004925191.1
BGIBMGA008540	XP_004928328.1
BGIBMGA006469	XP_012549661.1
BGIBMGA011006	XP_004925513.1
BGIBMGA011987	XP_012544136.1
BGIBMGA011353	XP_012549794.1
BGIBMGA008988	XP_004931841.2
BGIBMGA011923	XP_012544121.1
BGIBMGA011601	XP_004931615.1
BGIBMGA007451	XP_012545915.1
BGIBMGA001087	XP_012547212.1
BGIBMGA004418	XP_012550556.1
BGIBMGA006973	XP_004932586.1
BGIBMGA005779	XP_012543898.1
BGIBMGA010830	XP_012551643.1
BGIBMGA001257	XP_004927937.1
BGIBMGA010681	XP_012545279.1
BGIBMGA006320	XP_004923551.1
BGIBMGA006422	XP_012549574.1
BGIBMGA000864	XP_012547162.1
BGIBMGA010357	XP_012548548.1
BGIBMGA009965	XP_004926445.1
BGIBMGA001129	XP_012547144.1
BGIBMGA013082	XP_004928999.1
BGIBMGA005041	XP_012544856.1
BGIBMGA004539	XP_012553227.1
BGIBMGA006861	XP_012544725.1
BGIBMGA006118	XP_004929170.1
BGIBMGA000957	XP_012547232.1
BGIBMGA005074	XP_012545038.1
BGIBMGA013830	NP_001243978.1
BGIBMGA009088	XP_004924395.1
BGIBMGA008996	XP_012550681.1
BGIBMGA013054	XP_012548073.1
BGIBMGA006733	XP_004930401.1
BGIBMGA003303	XP_004923105.2
BGIBMGA002812	XP_004921597.1
BGIBMGA010144	XP_004931328.1
BGIBMGA003762	XP_012545560.1
BGIBMGA000878	XP_012547176.1
BGIBMGA010536	XP_012548562.1
BGIBMGA012075	XP_004932896.1
BGIBMGA008030	XP_004922946.1
BGIBMGA001039	XP_012547437.1
BGIBMGA006672	XP_004930479.1
BGIBMGA004352	XP_012546973.1
BGIBMGA011563	NP_001037017.2
BGIBMGA001848	XP_012551958.1
BGIBMGA009238	XP_012551787.1
BGIBMGA005625	XP_004921957.1
BGIBMGA011085	XP_004921742.1
BGIBMGA005685	XP_004922063.2
BGIBMGA000616	XP_004929801.1
BGIBMGA005373	XP_012551046.1
BGIBMGA009523	NP_001274759.1
BGIBMGA003104	XP_012549911.1
BGIBMGA005267	XP_004924118.1
BGIBMGA004278	XP_004925344.1
BGIBMGA003578	XP_004930031.1
BGIBMGA003412	NP_001091750.1
BGIBMGA005589	XP_012545641.1
BGIBMGA006222	XP_012548447.1
BGIBMGA009840	XP_004923665.1
BGIBMGA000348	XP_012550808.1
BGIBMGA005839	XP_004926931.1
BGIBMGA005244	XP_004924131.1
BGIBMGA006689	XP_012549387.1
BGIBMGA003932	XP_012546045.1
BGIBMGA009052	NP_001040540.1
BGIBMGA008762	XP_004926725.1
BGIBMGA006511	XP_012549561.1
BGIBMGA007359	XP_004923952.1
BGIBMGA013800	XP_012552106.1
BGIBMGA012459	NP_001040516.1
BGIBMGA010349	XP_004926553.1
BGIBMGA000089	XP_012552887.1
BGIBMGA009064	XP_012544310.1
BGIBMGA005664	NP_001037458.1
BGIBMGA009127	XP_012545716.1
BGIBMGA007494	XP_004924686.1
BGIBMGA001816	XP_004922351.2
BGIBMGA000455	XP_012550806.1
BGIBMGA000832	XP_012552230.1
BGIBMGA004401	NP_001266366.1
BGIBMGA011457	XP_004932673.1
BGIBMGA012082	XP_004932902.2
BGIBMGA011553	XP_012551313.1
BGIBMGA003387	NP_001124371.1
BGIBMGA006227	NP_001037622.1
BGIBMGA006087	XP_012548336.1
BGIBMGA004593	XP_004923522.1
BGIBMGA008749	NP_001040230.1
BGIBMGA004303	XP_012545151.1
BGIBMGA012126	XP_004932950.1
BGIBMGA013917	XP_012552059.1
BGIBMGA004558	XP_012553222.1
BGIBMGA005333	XP_012550965.1
BGIBMGA011726	NP_001166762.1
BGIBMGA003353	XP_004923003.1
BGIBMGA011809	XP_004931528.1
BGIBMGA000530	XP_012549088.1
BGIBMGA001052	XP_004927754.1
BGIBMGA008276	XP_012545634.1
BGIBMGA007649	XP_012547910.1
BGIBMGA000040	XP_004926135.1
BGIBMGA009015	XP_012550617.1
BGIBMGA008092	NP_001189464.1
BGIBMGA006916	NP_001077078.1
BGIBMGA009173	XP_012546814.1
BGIBMGA007894	XP_012547793.1
BGIBMGA000439	XP_012550724.1
BGIBMGA007083	XP_004932508.1
BGIBMGA005477	XP_004932289.2
BGIBMGA012204	XP_004925131.1
BGIBMGA006269	XP_004923556.1
BGIBMGA010735	XP_012551634.1
BGIBMGA005572	XP_004921964.1
BGIBMGA011326	XP_012549790.1
BGIBMGA013545	XP_004927349.1
BGIBMGA002960	XP_012550042.1
BGIBMGA003802	XP_004925851.2
BGIBMGA005145	XP_004921839.1
BGIBMGA011521	XP_012551318.1
BGIBMGA003014	XP_004930937.1
BGIBMGA011783	NP_001040244.1
BGIBMGA008334	XP_012547633.1
BGIBMGA011265	XP_012549738.1
BGIBMGA009097	XP_004924405.1
BGIBMGA005290	XP_012551005.1
BGIBMGA011916	XP_004924181.1
BGIBMGA012482	XP_012544035.1
BGIBMGA012918	XP_012548105.1
BGIBMGA005771	XP_004923872.1
BGIBMGA004600	XP_012553213.1
BGIBMGA008491	XP_004928252.2
BGIBMGA003758	NP_001040340.1
BGIBMGA001691	XP_004922297.2
BGIBMGA011949	XP_004924205.1
BGIBMGA006504	XP_012549675.1
BGIBMGA005124	XP_004921802.2
BGIBMGA011999	XP_004924202.2
BGIBMGA002637	XP_012551131.1
BGIBMGA005961	XP_012548386.1
BGIBMGA000422	XP_012550799.1
BGIBMGA010917	XP_012544597.1
BGIBMGA012650	XP_004933721.1
BGIBMGA014257	XP_012545206.1
BGIBMGA004073	XP_004922381.1
BGIBMGA011251	XP_004930735.1
BGIBMGA013330	XP_012546677.1
BGIBMGA008078	XP_004922932.1
BGIBMGA011436	XP_004932698.1
BGIBMGA006823	XP_004924846.1
BGIBMGA001448	XP_004929649.1
BGIBMGA004924	XP_004924542.1
BGIBMGA011533	XP_004932649.1
BGIBMGA011952	XP_012544156.1
BGIBMGA010529	XP_004929560.1
BGIBMGA010007	XP_012546795.1
BGIBMGA000187	XP_004927392.1
BGIBMGA011827	XP_012550399.1
BGIBMGA014468	XP_012552279.1
BGIBMGA001748	XP_004922191.1
BGIBMGA010137	XP_012550259.1
BGIBMGA007094	XP_012551303.1
BGIBMGA011078	XP_012544064.1
BGIBMGA014028	XP_012546747.1
BGIBMGA014272	XP_012545196.1
BGIBMGA006097	XP_012548341.1
BGIBMGA002683	XP_012551087.1
BGIBMGA001860	XP_012551987.1
BGIBMGA010701	XP_004927254.1
BGIBMGA013309	XP_012544743.1
BGIBMGA006743	XP_004930513.2
BGIBMGA003957	NP_001095934.1
BGIBMGA012416	NP_001103390.1
BGIBMGA007948	XP_012547868.1
BGIBMGA008634	XP_004927538.2
BGIBMGA000247	NP_001166629.1
BGIBMGA009286	XP_004922675.1
BGIBMGA011325	XP_012549790.1
BGIBMGA005444	XP_004932115.1
BGIBMGA012875	XP_004928870.1
BGIBMGA005358	XP_004932124.1
BGIBMGA006718	XP_012549403.1
BGIBMGA009871	XP_012553387.1
BGIBMGA011671	XP_004931524.2
BGIBMGA009834	XP_004923683.1
BGIBMGA005367	XP_012551017.1
BGIBMGA013458	XP_004926592.1
BGIBMGA012374	XP_004925453.1
BGIBMGA009340	XP_012543843.1
BGIBMGA000438	NP_001166646.1
BGIBMGA011629	XP_012550421.1
BGIBMGA013177	XP_012552500.1
BGIBMGA011486	XP_004932731.2
BGIBMGA004487	XP_004922616.1
BGIBMGA013170	XP_004922740.1
BGIBMGA005250	XP_004924127.1
BGIBMGA003937	XP_012546036.1
BGIBMGA010289	XP_012550236.1
BGIBMGA006602	XP_004930511.1
BGIBMGA004220	XP_004927285.1
BGIBMGA010338	XP_004926544.1
BGIBMGA005232	XP_012546149.1
BGIBMGA008903	NP_001037249.1
BGIBMGA003099	XP_012549943.1
BGIBMGA008999	XP_004931763.2
BGIBMGA000787	XP_004925703.1
BGIBMGA000075	XP_012552940.1
BGIBMGA004255	XP_012546920.1
BGIBMGA000919	XP_004927905.1
BGIBMGA011471	XP_012551394.1
BGIBMGA004837	XP_004923342.1
BGIBMGA004107	XP_012549873.1
BGIBMGA010831	XP_004933053.1
BGIBMGA012708	XP_004924801.1
BGIBMGA005662	XP_004921993.2
BGIBMGA002242	XP_004922100.1
BGIBMGA002391	XP_012550129.1
BGIBMGA013241	NP_001104006.1
BGIBMGA002113	XP_012551454.1
BGIBMGA000204	XP_012552216.1
BGIBMGA012425	XP_004925627.1
BGIBMGA005270	XP_004924121.1
BGIBMGA009998	XP_004927460.1
BGIBMGA012182	XP_004925108.1
BGIBMGA007711	XP_012547972.1
BGIBMGA006358	XP_004930619.1
BGIBMGA008742	XP_004926708.1
BGIBMGA001234	XP_004927909.1
BGIBMGA005421	XP_012550846.1
BGIBMGA001022	XP_004927782.1
BGIBMGA007901	XP_004928624.1
BGIBMGA009006	XP_012550688.1
BGIBMGA011367	XP_012549796.1
BGIBMGA001495	XP_004929615.1
BGIBMGA010769	XP_004933080.2
BGIBMGA012786	XP_004928983.1
BGIBMGA005653	XP_012545686.1
BGIBMGA001978	XP_012551952.1
BGIBMGA004550	XP_012553210.1
BGIBMGA007621	XP_004928689.1
BGIBMGA004070	XP_012549936.1
BGIBMGA002714	XP_004932396.1
BGIBMGA011556	XP_004932672.1
BGIBMGA013495	XP_004926250.1
BGIBMGA000199	XP_004927390.1
BGIBMGA007006	XP_004932529.1
BGIBMGA013064	XP_004929099.2
BGIBMGA006031	XP_012548466.1
BGIBMGA013377	XP_012553324.1
BGIBMGA005301	XP_012550868.1
BGIBMGA012039	XP_004932937.1
BGIBMGA011762	XP_004931460.1
BGIBMGA001865	XP_012552008.1
BGIBMGA005185	XP_004926810.1
BGIBMGA010074	XP_012553076.1
BGIBMGA001301	XP_012547405.1
BGIBMGA003558	XP_004930266.1
BGIBMGA007440	XP_004923979.1
BGIBMGA002208	XP_004926849.1
BGIBMGA000964	XP_012547287.1
BGIBMGA011170	XP_012549880.1
BGIBMGA006954	XP_004923236.1
BGIBMGA011565	XP_012551319.1
BGIBMGA010704	XP_004933124.1
BGIBMGA001349	XP_004926778.1
BGIBMGA002010	XP_012551521.1
BGIBMGA009321	XP_012543835.1
BGIBMGA012511	XP_004924046.1
BGIBMGA000132	XP_012552876.1
BGIBMGA007895	NP_001037087.1
BGIBMGA006364	XP_012549702.1
BGIBMGA001478	XP_004929614.2
BGIBMGA003391	NP_001040116.1
BGIBMGA010968	XP_004925479.1
BGIBMGA013336	XP_004927423.1
BGIBMGA007384	XP_004929280.1
BGIBMGA012776	XP_012548090.1
BGIBMGA004481	XP_012550542.1
BGIBMGA006547	XP_012545662.1
BGIBMGA002007	XP_012551484.1
BGIBMGA003601	NP_001266347.1
BGIBMGA002684	XP_004932368.1
BGIBMGA010911	XP_012544617.1
BGIBMGA000800	XP_004925710.1
BGIBMGA013198	XP_012552362.1
BGIBMGA001243	NP_001037524.1
BGIBMGA005436	XP_004932106.1
BGIBMGA003829	XP_004934243.2
BGIBMGA005956	XP_012548333.1
BGIBMGA000498	XP_012549005.1
BGIBMGA011411	XP_012549753.1
BGIBMGA008428	XP_004928168.1
BGIBMGA009930	XP_004927127.1
BGIBMGA007207	XP_012544903.1
BGIBMGA013551	XP_004927022.1
BGIBMGA005463	XP_004932139.1
BGIBMGA002220	XP_004926847.1
BGIBMGA011212	XP_012549834.1
BGIBMGA002640	XP_004932329.1
BGIBMGA002271	XP_012546743.1
BGIBMGA005212	XP_012546345.1
BGIBMGA001252	XP_004927931.1
BGIBMGA005066	XP_012544925.1
BGIBMGA002409	XP_012550183.1
BGIBMGA008059	NP_001037013.1
BGIBMGA006658	XP_012549377.1
BGIBMGA000942	XP_012547263.1
BGIBMGA009584	XP_012545957.1
BGIBMGA005453	XP_004932127.1
BGIBMGA000593	NP_001108468.1
BGIBMGA004991	XP_012544398.1
BGIBMGA007658	XP_012548024.1
BGIBMGA004952	XP_004924490.1
BGIBMGA006648	XP_012549453.1
BGIBMGA004913	XP_004924554.1
BGIBMGA004317	XP_012545146.1
BGIBMGA012732	NP_001127709.1
BGIBMGA000045	XP_004926113.1
BGIBMGA000712	XP_004929909.1
BGIBMGA014415	XP_012547049.1
BGIBMGA009652	XP_004933371.1
BGIBMGA013164	XP_012552426.1
BGIBMGA010003	XP_012553067.1
BGIBMGA006804	XP_004924879.1
BGIBMGA007320	XP_004927454.1
BGIBMGA013400	XP_012553348.1
BGIBMGA005272	XP_012544082.1
BGIBMGA003935	XP_004926413.2
BGIBMGA009881	XP_004923649.1
BGIBMGA012054	XP_012551603.1
BGIBMGA008361	XP_004928223.1
BGIBMGA008858	XP_012550666.1
BGIBMGA002951	XP_012549965.1
BGIBMGA004374	XP_012550525.1
BGIBMGA007554	XP_012544498.1
BGIBMGA014149	XP_012545806.1
BGIBMGA012269	XP_012551790.1
BGIBMGA006247	XP_004925678.1
BGIBMGA004810	XP_004923372.1
BGIBMGA006508	XP_004930603.1
BGIBMGA004858	XP_012553093.1
BGIBMGA000946	NP_001177140.1
BGIBMGA006129	XP_012548502.1
BGIBMGA001276	XP_004927968.1
BGIBMGA012576	XP_012551593.1
BGIBMGA013748	XP_012553156.1
BGIBMGA010660	XP_004925582.1
BGIBMGA002022	XP_012545322.1
BGIBMGA010241	XP_012550233.1
BGIBMGA004910	XP_012544401.1
BGIBMGA012077	XP_012551572.1
BGIBMGA004716	XP_004926534.2
BGIBMGA003679	XP_012549231.1
BGIBMGA011086	NP_001037289.1
BGIBMGA003249	XP_004924968.1
BGIBMGA006322	XP_004923584.2
BGIBMGA006947	XP_012553005.1
BGIBMGA000151	XP_012552890.1
BGIBMGA008460	XP_004928216.1
BGIBMGA014087	NP_001040386.1
BGIBMGA002067	XP_012551470.1
BGIBMGA002379	XP_004931203.1
BGIBMGA012508	NP_001037638.1
BGIBMGA002451	XP_012550115.1
BGIBMGA002378	XP_012550134.1
BGIBMGA003314	XP_012552841.1
BGIBMGA014041	XP_012547010.1
BGIBMGA003095	NP_001166699.1
BGIBMGA004581	XP_012553253.1
BGIBMGA000687	XP_004929868.1
BGIBMGA013071	XP_004929103.1
BGIBMGA006290	XP_012553278.1
BGIBMGA005717	XP_012546369.1
BGIBMGA012439	XP_004925623.1
BGIBMGA014094	NP_001037159.1
BGIBMGA004102	XP_004922407.1
BGIBMGA013763	NP_001155300.1
BGIBMGA002581	XP_004932395.1
BGIBMGA003340	XP_012552797.1
BGIBMGA011039	XP_004921724.1
BGIBMGA014384	XP_012546050.1
BGIBMGA001364	XP_004926768.1
BGIBMGA006329	XP_004923558.1
BGIBMGA004759	NP_001104799.1
BGIBMGA006174	XP_004929226.1
BGIBMGA002878	XP_012552939.1
BGIBMGA007276	XP_004925900.1
BGIBMGA009614	XP_012545939.1
BGIBMGA007893	XP_004933924.1
BGIBMGA005590	NP_001128388.1
BGIBMGA010004	XP_012553038.1
BGIBMGA003438	XP_004923059.1
BGIBMGA010230	XP_004931327.1
BGIBMGA011522	XP_012551327.1
BGIBMGA008154	XP_012543781.1
BGIBMGA007764	XP_004928464.1
BGIBMGA003449	XP_012549132.1
BGIBMGA011910	XP_004924217.1
BGIBMGA010222	XP_004931309.1
BGIBMGA005275	XP_012544095.1
BGIBMGA000729	XP_004933450.1
BGIBMGA010975	XP_004925472.1
BGIBMGA013262	XP_004922750.2
BGIBMGA011863	XP_012552650.1
BGIBMGA001551	XP_004929678.1
BGIBMGA000276	NP_001166674.1
BGIBMGA001269	XP_012547175.1
BGIBMGA013534	XP_004926267.1
BGIBMGA004741	XP_004924091.1
BGIBMGA010878	XP_012544210.1
BGIBMGA001102	XP_004927750.1
BGIBMGA006545	NP_001119723.1
BGIBMGA003239	XP_012544847.1
BGIBMGA011897	XP_004924197.1
BGIBMGA011189	XP_012549749.1
BGIBMGA008514	XP_012547492.1
BGIBMGA006357	XP_004930620.1
BGIBMGA001383	XP_012547081.1
BGIBMGA014364	XP_012549914.1
BGIBMGA006036	XP_012548422.1
BGIBMGA014401	XP_012546933.1
BGIBMGA012166	XP_004925109.1
BGIBMGA013759	XP_004923479.1
BGIBMGA009271	XP_012551188.1
BGIBMGA006160	NP_001037542.1
BGIBMGA001945	XP_004933428.1
BGIBMGA000492	XP_012548930.1
BGIBMGA011454	XP_012551332.1
BGIBMGA002716	XP_004932404.1
BGIBMGA014193	XP_012545804.1
BGIBMGA002657	XP_004932323.1
BGIBMGA005780	XP_004923862.1
BGIBMGA007200	XP_004925064.1
BGIBMGA011269	XP_012549805.1
BGIBMGA008130	XP_004923785.2
BGIBMGA008534	XP_012547693.1
BGIBMGA011875	XP_012550455.1
BGIBMGA007783	XP_004928485.1
BGIBMGA009836	XP_012553404.1
BGIBMGA011730	NP_001166767.1
BGIBMGA009122	XP_004926041.1
BGIBMGA012320	XP_004933146.1
BGIBMGA001993	XP_012551496.1
BGIBMGA004020	NP_001166852.1
BGIBMGA006693	NP_001104817.1
BGIBMGA013174	XP_012552528.1
BGIBMGA004755	XP_004924079.1
BGIBMGA009821	NP_001119725.1
BGIBMGA008295	NP_001091829.1
BGIBMGA002651	XP_004932314.1
BGIBMGA005192	XP_004926803.2
BGIBMGA014515	XP_004933740.2
BGIBMGA013693	XP_004934344.1
BGIBMGA010978	XP_012545253.1
BGIBMGA009177	XP_012546809.1
BGIBMGA010957	XP_004925492.1
BGIBMGA010499	XP_004929406.1
BGIBMGA000524	XP_012548974.1
BGIBMGA006441	XP_012549551.1
BGIBMGA000428	NP_001036855.1
BGIBMGA003836	XP_004923451.1
BGIBMGA013436	XP_012546187.1
BGIBMGA007985	XP_004922938.1
BGIBMGA004299	XP_012545131.1
BGIBMGA010761	XP_004933088.1
BGIBMGA001174	XP_012547238.1
BGIBMGA011297	NP_001036909.1
BGIBMGA004283	XP_012545157.1
BGIBMGA014277	XP_012552398.1
BGIBMGA006034	NP_001040179.1
BGIBMGA009963	XP_004926452.1
BGIBMGA012646	XP_012546505.1
BGIBMGA014607	NP_001040216.1
BGIBMGA000821	XP_012545437.1
BGIBMGA009980	XP_004926440.1
BGIBMGA014200	XP_004933734.1
BGIBMGA010288	NP_001182395.1
BGIBMGA010304	XP_012546473.1
BGIBMGA010690	XP_012546732.1
BGIBMGA001488	XP_004929735.1
BGIBMGA013369	XP_012546204.1
BGIBMGA007157	XP_012544940.1
BGIBMGA004462	XP_012550612.1
BGIBMGA007977	XP_004928711.1
BGIBMGA009394	XP_012545215.1
BGIBMGA013599	XP_004925289.1
BGIBMGA002802	XP_012550374.1
BGIBMGA004335	XP_004925366.2
BGIBMGA005723	XP_012546364.1
BGIBMGA003968	XP_004922474.1
BGIBMGA000754	XP_004925764.1
BGIBMGA012343	XP_004933172.1
BGIBMGA013221	XP_004922777.1
BGIBMGA004018	NP_001162053.1
BGIBMGA006442	XP_004927729.1
BGIBMGA003064	NP_001166697.1
BGIBMGA008713	XP_004925803.1
BGIBMGA005173	NP_001036844.1
BGIBMGA004025	XP_004922399.1
BGIBMGA002526	XP_012550103.1
BGIBMGA009044	XP_012544332.1
BGIBMGA013879	XP_004924356.1
BGIBMGA001146	XP_004927807.1
BGIBMGA002833	XP_004921570.1
BGIBMGA000674	XP_012548978.1
BGIBMGA013367	XP_012544441.1
BGIBMGA006249	XP_012545418.1
BGIBMGA000197	XP_004927389.1
BGIBMGA007592	XP_012544500.1
BGIBMGA009162	XP_004926042.1
BGIBMGA002720	XP_004932410.1
BGIBMGA002494	XP_004931243.1
BGIBMGA008976	XP_012550560.1
BGIBMGA013859	NP_001040425.1
BGIBMGA009336	XP_004923807.1
BGIBMGA003079	XP_004930870.1
BGIBMGA008405	NP_001093080.1
BGIBMGA008647	XP_012546572.1
BGIBMGA005353	XP_012550345.1
BGIBMGA013446	XP_004926600.1
BGIBMGA006080	XP_012548500.1
BGIBMGA002439	XP_004931118.1
BGIBMGA001915	XP_004933390.1
BGIBMGA009941	XP_004927122.1
BGIBMGA006584	XP_012549395.1
BGIBMGA005744	XP_012543886.1
BGIBMGA006066	XP_012548443.1
BGIBMGA003733	XP_012549155.1
BGIBMGA002441	XP_004931123.1
BGIBMGA007697	XP_004928597.2
BGIBMGA000016	NP_001127739.1
BGIBMGA002725	XP_004932418.1
BGIBMGA009093	XP_004924398.1
BGIBMGA012433	XP_004925623.1
BGIBMGA013932	NP_001139701.1
BGIBMGA007586	NP_001093090.1
BGIBMGA004733	XP_012546586.1
BGIBMGA000281	NP_001036838.1
BGIBMGA008348	XP_012544312.1
BGIBMGA004929	XP_012544433.1
BGIBMGA008826	NP_001139717.1
BGIBMGA001601	XP_004929731.1
BGIBMGA008853	XP_012550651.1
BGIBMGA004079	XP_012550075.1
BGIBMGA002006	XP_004932839.1
BGIBMGA013415	XP_012553332.1
BGIBMGA004862	XP_004923374.1
BGIBMGA010833	XP_004933055.2
BGIBMGA001258	XP_012547125.1
BGIBMGA008128	XP_004923786.2
BGIBMGA009355	XP_004923793.1
BGIBMGA010356	XP_012548533.1
BGIBMGA005121	XP_004921799.1
BGIBMGA005207	XP_004926816.1
BGIBMGA010266	XP_004931369.1
BGIBMGA006368	XP_004930667.1
BGIBMGA012499	XP_004924060.1
BGIBMGA004803	XP_012553119.1
BGIBMGA009081	XP_012544334.1
BGIBMGA006332	XP_012553299.1
BGIBMGA007347	NP_001103477.1
BGIBMGA006507	NP_001040245.1
BGIBMGA004222	XP_004927281.2
BGIBMGA001410	XP_012548866.1
BGIBMGA000002	XP_012545767.1
BGIBMGA007936	XP_012547760.1
BGIBMGA009983	XP_004926446.1
BGIBMGA000168	XP_012552894.1
BGIBMGA009735	XP_012551911.1
BGIBMGA009618	XP_004926348.1
BGIBMGA000387	XP_012550788.1
BGIBMGA004149	XP_012544182.1
BGIBMGA002366	XP_004926755.1
BGIBMGA011262	XP_012549833.1
BGIBMGA005098	XP_004921884.2
BGIBMGA007735	NP_001243945.1
BGIBMGA006582	XP_012549513.1
BGIBMGA000300	XP_012550721.1
BGIBMGA012147	XP_012544962.1
BGIBMGA001613	XP_004922278.1
BGIBMGA010716	XP_012551627.1
BGIBMGA010080	XP_004923329.2
BGIBMGA001048	XP_012547383.1
BGIBMGA006121	XP_004929172.2
BGIBMGA013365	XP_004926636.1
BGIBMGA005468	XP_004932152.1
BGIBMGA012192	XP_012544990.1
BGIBMGA005805	XP_004923879.1
BGIBMGA007393	XP_004923937.1
BGIBMGA013390	XP_004923609.1
BGIBMGA001479	XP_012548856.1
BGIBMGA001539	XP_012548802.1
BGIBMGA005564	XP_004921974.1
BGIBMGA009441	XP_012552627.1
BGIBMGA002076	XP_004932779.1
BGIBMGA007148	XP_004925075.1
BGIBMGA010131	NP_001037105.1
BGIBMGA009023	XP_012550639.1
BGIBMGA013778	NP_001166198.1
BGIBMGA004845	XP_012553112.1
BGIBMGA005746	XP_012543883.1
BGIBMGA012014	XP_012551568.1
BGIBMGA011276	XP_004930711.1
BGIBMGA010715	XP_004933066.1
BGIBMGA001024	XP_004928023.1
BGIBMGA011029	XP_012553142.1
BGIBMGA012600	XP_012545831.1
BGIBMGA002627	XP_004932341.1
BGIBMGA010306	XP_004926962.1
BGIBMGA004794	XP_012553100.1
BGIBMGA000286	XP_004931958.1
BGIBMGA010846	XP_004933071.1
BGIBMGA003297	XP_012552789.1
